gt_tp_rate,gt_tn_rate,gt_fp_rate,gt_fn_rate,step
0.13523131672597866,0.498220640569395,0.3238434163701068,0.042704626334519574,61
0.08949416342412451,0.5486381322957199,0.29571984435797666,0.06614785992217899,62
0.25101214574898784,0.5587044534412956,0.14979757085020243,0.04048582995951417,63
0.085,0.555,0.33,0.03,64
0.22440944881889763,0.5511811023622047,0.16535433070866143,0.05905511811023622,65
0.16260162601626016,0.508130081300813,0.2804878048780488,0.04878048780487805,66
0.1910828025477707,0.5414012738853503,0.20382165605095542,0.06369426751592357,67
0.1266233766233766,0.5941558441558441,0.19805194805194806,0.08116883116883117,68
0.1716867469879518,0.5692771084337349,0.19578313253012047,0.06325301204819277,69
0.3160919540229885,0.5344827586206896,0.09770114942528736,0.05172413793103448,70
0.1524547803617571,0.5400516795865633,0.28165374677002586,0.025839793281653745,71
0.22184300341296928,0.515358361774744,0.2150170648464164,0.04778156996587031,72
0.1625441696113074,0.5017667844522968,0.3003533568904594,0.0353356890459364,73
0.30735930735930733,0.5108225108225108,0.14285714285714285,0.03896103896103896,74
0.2696629213483146,0.4438202247191011,0.21910112359550563,0.06741573033707865,75
0.15841584158415842,0.48514851485148514,0.2079207920792079,0.1485148514851485,76
0.1357615894039735,0.4602649006622517,0.3576158940397351,0.046357615894039736,77
0.1712962962962963,0.4351851851851852,0.3101851851851852,0.08333333333333333,78
0.31386861313868614,0.5401459854014599,0.08759124087591241,0.058394160583941604,79
0.11764705882352941,0.5851393188854489,0.24148606811145512,0.05572755417956656,80
0.11707317073170732,0.4292682926829268,0.33658536585365856,0.11707317073170732,81
0.20180722891566266,0.5602409638554217,0.1536144578313253,0.08433734939759036,82
0.3401639344262295,0.5040983606557377,0.07377049180327869,0.08196721311475409,83
0.1510574018126888,0.5558912386706949,0.25075528700906347,0.04229607250755287,84
0.14761904761904762,0.5285714285714286,0.2,0.12380952380952381,85
0.13620071684587814,0.4838709677419355,0.2867383512544803,0.0931899641577061,86
0.14130434782608695,0.5271739130434783,0.2554347826086957,0.07608695652173914,87
0.21904761904761905,0.5333333333333333,0.13333333333333333,0.11428571428571428,88
0.10407239819004525,0.5294117647058824,0.27149321266968324,0.09502262443438914,89
0.1992619926199262,0.5350553505535055,0.1992619926199262,0.06642066420664207,90
0.319672131147541,0.3524590163934426,0.22131147540983606,0.10655737704918032,91
0.2692307692307692,0.5705128205128205,0.10897435897435898,0.05128205128205128,92
0.30434782608695654,0.5942028985507246,0.014492753623188406,0.08695652173913043,93
0.1810344827586207,0.5043103448275862,0.2543103448275862,0.0603448275862069,94
0.1917808219178082,0.5159817351598174,0.1963470319634703,0.0958904109589041,95
0.09480122324159021,0.6055045871559633,0.22935779816513763,0.07033639143730887,96
0.17101449275362318,0.4260869565217391,0.34492753623188405,0.057971014492753624,97
0.17218543046357615,0.4966887417218543,0.26490066225165565,0.06622516556291391,98
0.34285714285714286,0.56,0.07428571428571429,0.022857142857142857,99
0.11836734693877551,0.5469387755102041,0.2897959183673469,0.044897959183673466,100
0.12615384615384614,0.5753846153846154,0.2553846153846154,0.043076923076923075,101
0.20100502512562815,0.4723618090452261,0.21608040201005024,0.11055276381909548,102
0.16740088105726872,0.5638766519823789,0.2290748898678414,0.039647577092511016,103
0.22169811320754718,0.5424528301886793,0.19339622641509435,0.04245283018867924,104
0.0938337801608579,0.579088471849866,0.29222520107238603,0.03485254691689008,105
0.2181208053691275,0.5,0.21476510067114093,0.06711409395973154,106
0.1320754716981132,0.5566037735849056,0.17452830188679244,0.13679245283018868,107
0.27485380116959063,0.5029239766081871,0.12280701754385964,0.09941520467836257,108
0.19672131147540983,0.569672131147541,0.20081967213114754,0.03278688524590164,109
0.26737967914438504,0.48663101604278075,0.21390374331550802,0.03208556149732621,110
0.1708185053380783,0.5871886120996441,0.18861209964412812,0.05338078291814947,111
0.1724137931034483,0.4942528735632184,0.2950191570881226,0.038314176245210725,112
0.3076923076923077,0.47692307692307695,0.07692307692307693,0.13846153846153847,113
0.1811320754716981,0.5245283018867924,0.2641509433962264,0.03018867924528302,114
0.17,0.6033333333333334,0.13666666666666666,0.09,115
0.13712374581939799,0.5953177257525084,0.19063545150501673,0.07692307692307693,116
0.18439716312056736,0.5886524822695035,0.19148936170212766,0.03546099290780142,117
0.13744075829383887,0.4075829383886256,0.32701421800947866,0.12796208530805686,118
0.1796116504854369,0.48058252427184467,0.2087378640776699,0.13106796116504854,119
0.24017467248908297,0.5327510917030568,0.19213973799126638,0.034934497816593885,120
0.2835820895522388,0.5447761194029851,0.11194029850746269,0.05970149253731343,121
0.15486725663716813,0.5398230088495575,0.2831858407079646,0.022123893805309734,122
0.2112676056338028,0.5492957746478874,0.11267605633802817,0.1267605633802817,123
0.24882629107981222,0.5492957746478874,0.15023474178403756,0.051643192488262914,124
0.3364485981308411,0.5607476635514018,0.06542056074766354,0.037383177570093455,125
0.2676056338028169,0.6056338028169014,0.07042253521126761,0.056338028169014086,126
0.2185792349726776,0.4918032786885246,0.2459016393442623,0.04371584699453552,127
0.1566265060240964,0.4397590361445783,0.3192771084337349,0.08433734939759036,128
0.25098039215686274,0.5019607843137255,0.21568627450980393,0.03137254901960784,129
0.27071823204419887,0.4861878453038674,0.16022099447513813,0.08287292817679558,130
0.1166077738515901,0.6254416961130742,0.2049469964664311,0.053003533568904596,131
0.19444444444444445,0.4930555555555556,0.1736111111111111,0.1388888888888889,132
0.1991869918699187,0.4878048780487805,0.16260162601626016,0.15040650406504066,133
0.3026315789473684,0.506578947368421,0.125,0.06578947368421052,134
0.19428571428571428,0.68,0.045714285714285714,0.08,135
0.2457627118644068,0.5338983050847458,0.13135593220338984,0.08898305084745763,136
